article_id,title,journal,pub_year,times_cited,doi,study_type_2,affiliation,affiliation_country,affiliation_airport,affiliation_airport_code,fieldstudy_country,field_study_location,field_airport,field_airport_code
343,Genetic tools link long-term demographic and life-history traits of anemonefish to their anemone hosts,CORAL REEFS,2016,2,10.1007/s00338-016-1485-1,Field-based,"Lab Excellence CORAIL, Perpignan, PSL Res Univ, EPHE, UPVD CNRS, CRIOBE USR3278, F-66360 Perpignan",France,,,Papua New Guinea,,,
348,What a difference a bay makes: natural variation in dietary resources mediates growth in a recently settled herbivorous fish,CORAL REEFS,2016,0,10.1007/s00338-016-1487-z,Field-based,"Univ Queensland, Sch Biol Sci, Marine Spatial Ecol Lab, St Lucia, Qld 4072",Australia,,BNE,Guam,,,
349,"Population distribution, host-switching, and chemical sensing in the symbiotic shrimp Lysmata pederseni: implications for its mating system in a changing reef seascape",CORAL REEFS,2016,8,10.1007/s00338-016-1467-3,Field-based,"Clemson Univ, Dept Biol Sci, 132 Long Hall, Clemson, Smithsonian Marine Stn Ft Pierce, 701 Seaway Dr, Ft Pierce, Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Larrondo 1281, Coquimbo","United States, Chile",,,United States,,,
352,Chemically cued suppression of coral reef resilience: Where is the tipping point?,CORAL REEFS,2016,0,10.1007/s00338-016-1474-4,Field-based,"Georgia Inst Technol, Sch Biol & Aquat Chem Ecol Ctr, Atlanta, Univ Delaware, Sch Marine Sci & Policy, Lewes",United States,,,Fiji,,,
353,Interactive effects of three pervasive marine stressors in a post-disturbance coral reef,CORAL REEFS,2016,8,10.1007/s00338-016-1489-x,Field-based,"Univ Calif Davis, Dept Environm Sci & Policy, Davis, Univ Florida, Dept Biol, Gainesville",United States,,,French Polynesia,,,
354,Sediments influence accumulation of two macroalgal species through novel but differing interactions with nutrients and herbivory,CORAL REEFS,2016,4,10.1007/s00338-016-1477-1,Field-based,"Calif State Univ Los Angeles, Dept Ecol & Evolutionary Biol, 621 Young Dr S, Los Angeles",United States,,,French Polynesia,,,
358,Variation in calcification rate of Acropora downingi relative to seasonal changes in environmental conditions in the northeastern Persian Gulf,CORAL REEFS,2016,6,10.1007/s00338-016-1464-6,Field-based,"Iranian Natl Inst Oceanog & Atmospher Sci, Etemadzadeh St,Fatemi Ave,POB 14155-4181, Tehran",Iran,,,"Iran, Islamic Republic Of",,,
361,Trophic specializations of damselfishes are tightly associated with reef habitats and social behaviours,MARINE BIOLOGY,2016,4,10.1007/s00227-016-3020-x,Field-based,"Univ Liege, Lab Funct & Evolutionary Morphol, AFFISH Res Ctr, B6C, B-4000 Sart Tilman Par Liege",Belgium,,,French Polynesia,,,
364,Butterflyfishes exhibit species-specific responses to changes in Pacific coral reef benthic communities,MARINE BIOLOGY,2016,0,10.1007/s00227-016-3025-5,Field-based,"Univ Mississippi, Dept BioMol Sci, Oxford, Univ Mississippi, Natl Ctr Nat Prod Res, Oxford",United States,,,Guam,,,
366,"Local Stressors, Resilience, and Shifting Baselines on Coral Reefs",PLOS ONE,2016,4,10.1371/journal.pone.0166319,Field-based,"Univ Guam, Marine Lab, Mangilao",United States,,,"Micronesia, Federated States of",,,
368,Enhanced macroboring and depressed calcification drive net dissolution at high-CO2 coral reefs,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,21,10.1098/rspb.2016.1742,Field-based,"NOAA, AOML, 4301 Rickenbacker Cswy, Miami, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Cooperat Inst Marine & Atmospher Studies, 4600 Rickenbacker Cswy, Miami",United States,,MIA,Papua New Guinea,,,
372,Working up an appetite for lionfish: A market-based approach to manage the invasion of Pterois volitans in Belize,MARINE POLICY,2016,7,10.1016/j.marpol.2016.07.023,Field-based,"Blue Ventures Conservat, 39-41North Rd, London N7 9DP",United Kingdom,,,Belize,,,
380,Frequency and distribution of melanistic morphs in coexisting population of nine clownfish species in Papua New Guinea,MARINE BIOLOGY,2016,3,10.1007/s00227-016-2972-1,Field-based,"James Cook Univ, Coll Marine & Environm Sci, Ctr Sustainable Trop Fisheries & Aquaculture, Townsville, Qld, Univ Sunshine Coast, Australian Ctr Pacific Isl Res, Maroochydore, Univ Sunshine Coast, Fac Sci Hlth Educ & Engn, Maroochydore",Australia,,TSV,Papua New Guinea,,,
383,Destructive gear use in a tropical fishery: Institutional factors influencing the willingness-and capacity to change,MARINE POLICY,2016,4,10.1016/j.marpol.2016.07.001,Field-based,"Stockholm Univ, Dept Ecol Environm & Plant Sci, S-10691 Stockholm",Sweden,,,"Tanzania, United Republic Of",,,
384,"Predicting vulnerability to management changes in data-limited, small-scale fisheries",MARINE POLICY,2016,2,10.1016/j.marpol.2016.05.034,Field-based,"Fdn Talking Oceans, Carrera 16,127-81, Bogota 110121, Smithsonian Marine Stn Ft Pierce, Ft Pierce","Colombia, United States",,,Colombia,,,
386,Hyperstability masks declines in bumphead parrotfish (Bolbometopon muricatum) populations,CORAL REEFS,2016,9,10.1007/s00338-016-1441-0,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Nature Conservancy, Asia Pacific Resource Ctr, 48 Montague Rd, South Brisbane, Qld 4101",Australia,,TSV,Solomon Islands,,,
393,"Response of herbivore functional groups to sequential perturbations in Moorea, French Polynesia",CORAL REEFS,2016,8,10.1007/s00338-016-1423-2,Field-based,"Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara",United States,,,French Polynesia,,,
395,New approaches to quantifying bioerosion by endolithic sponge populations: applications to the coral reefs of Grand Cayman,CORAL REEFS,2016,10,10.1007/s00338-016-1442-z,Field-based,"Univ Exeter, Coll Life & Environm Sci, Geog, Exeter EX4 4RJ, Devon",United Kingdom,,,Cayman Islands,,,
397,"Coral Reef Health Indices versus the Biological, Ecological and Functional Diversity of Fish and Coral Assemblages in the Caribbean Sea",PLOS ONE,2016,5,10.1371/journal.pone.0161812,Field-based,"Univ Guadalajara, Ctr Univ Ciencias Biol & Agr, Dept Ecol, Lab Ecosistemas Marinos & Acuicultura, Zapopan Jalisco",Mexico,,,Guatemala,,,
397,"Coral Reef Health Indices versus the Biological, Ecological and Functional Diversity of Fish and Coral Assemblages in the Caribbean Sea",PLOS ONE,2016,5,10.1371/journal.pone.0161812,Field-based,"Univ Guadalajara, Ctr Univ Ciencias Biol & Agr, Dept Ecol, Lab Ecosistemas Marinos & Acuicultura, Zapopan Jalisco",Mexico,,,Honduras,,,
397,"Coral Reef Health Indices versus the Biological, Ecological and Functional Diversity of Fish and Coral Assemblages in the Caribbean Sea",PLOS ONE,2016,5,10.1371/journal.pone.0161812,Field-based,"Univ Guadalajara, Ctr Univ Ciencias Biol & Agr, Dept Ecol, Lab Ecosistemas Marinos & Acuicultura, Zapopan Jalisco",Mexico,,,Nicaragua,,,
403,Structure of Benthic Communities along the Taiwan Latitudinal Gradient,PLOS ONE,2016,3,10.1371/journal.pone.0160601,Field-based,"Acad Sinica, Biodivers Res Ctr, Taipei 11529, Acad Sinica, Taiwan Int Grad Program, Biodivers Program, Taipei 11529, Natl Taiwan Normal Univ, Dept Life Sci, Taipei 11677, Natl Taiwan Normal Univ, Taipei 11529",Taiwan,,,"Taiwan, Province Of China",,,
404,Effect of Inorganic and Organic Carbon Enrichments (DIC and DOC) on the Photosynthesis and Calcification Rates of Two Calcifying Green Algae from a Caribbean Reef Lagoon,PLOS ONE,2016,2,10.1371/journal.pone.0160268,Field-based,"Leibniz Ctr Trop Marine Ecol ZMT, Bremen",Germany,,,Mexico,,,
414,"Reef Fish Community Biomass and Trophic Structure Changes across Shallow to Upper-Mesophotic Reefs in the Mesoamerican Barrier Reef, Caribbean",PLOS ONE,2016,20,10.1371/journal.pone.0156641,Field-based,"Operat Wallacea, Wallace House, Spilsby PE23 4EX, Lincs, Univ Oxford, Dept Zool, Tinbergen Bldg,South Parks Rd, Oxford OX1 3PS",United Kingdom,,,Honduras,,,
418,Immigration Rates during Population Density Reduction in a Coral Reef Fish,PLOS ONE,2016,1,10.1371/journal.pone.0156417,Field-based,"McGill Univ, Dept Biol, 1205 Docteur Penfield Ave, Montreal, PQ H3A 1B1",Canada,,,Barbados,,,
422,Parrotfish sex ratios recover rapidly in Bermuda following a fishing ban,CORAL REEFS,2016,4,10.1007/s00338-015-1389-5,Field-based,"Smithsonian Marine Stn, 701 Seaway Dr, Ft Pierce, Univ Calif Davis, Dept Environm Sci & Policy, One Shields Ave, Davis, Univ Queensland, Sch Biol Sci, Brisbane, Qld 4072","United States, Australia",,BNE,Bermuda,,,
424,Cryptic species of cardinalfish with evidence for old and new divergence,CORAL REEFS,2016,4,10.1007/s00338-015-1395-7,Field-based,"Carl von Ossietzky Univ Oldenburg, D-26111 Oldenburg, James Cook Univ, Ctr Excellence Coral Reef Studies, Townsville, Qld 4810, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4810","Germany, Australia",,TSV,Australia,,,
425,Dietary shift in juvenile coral trout (Plectropomus maculatus) following coral reef degradation from a flood plume disturbance,CORAL REEFS,2016,6,10.1007/s00338-016-1398-z,Field-based,"Chinese Acad Sci, South China Sea Inst Oceanol, Lab Trop Marine Bioresources & Ecol, Guangzhou 510301, Guangdong, Tunghai Univ, Dept Life Sci, Taichung 40704","Peoples R China, Taiwan",,,Australia,,,
429,Density-associated recruitment mediates coral population dynamics on a coral reef,CORAL REEFS,2016,21,10.1007/s00338-016-1413-4,Field-based,"Calif State Univ Northridge, Dept Biol, 18111 Nordhoff St, Northridge, Univ Paris 06, Sorbonne Univ, Observ Oceanol,CNRS, Lab Ecogeochim Environm Benth LECOB UMR8222, F-66650 Banyuls Sur Mer","United States, France",,,French Polynesia,,,
433,Environmental controls on daytime net community calcification on a Red Sea reef flat,CORAL REEFS,2016,7,10.1007/s00338-015-1396-6,Field-based,"MIT, 77 Massachusetts Ave, Cambridge, WHOI, MIT WHOI Joint Program Oceanography Appl Ocean Sc, Dept Marine Chem & Geochem, 266 Woods Hole Rd, Woods Hole",United States,,,Saudi Arabia,,,
434,"Interactive effects of ocean acidification and warming on coral reef associated epilithic algal communities under past, present-day and future ocean conditions",CORAL REEFS,2016,1,10.1007/s00338-015-1392-x,Field-based,"Australian Inst Marine Sci, PMB 3, Townsville, Qld 4810, Univ Bremen, Fac Biol & Chem FB 2, D-28359 Bremen","Australia, Germany",,TSV,Australia,,,
440,Understanding the Spatial Scale of Genetic Connectivity at Sea: Unique Insights from a Land Fish and a Meta-Analysis,PLOS ONE,2016,5,10.1371/journal.pone.0150991,Field-based,"Australian Museum, Australian Museum Res Inst, Ichthyol, 6 Coll St, Sydney, NSW 2010, Univ New S Wales, Evolut & Ecol Res Ctr, Sch Biol Earth & Environm Sci, Kensington, NSW 2052",Australia,,,Guam,,,
447,Great Barrier Reef No-Take Areas Include a Range of Disturbance Regimes,CONSERVATION LETTERS,2016,5,10.1111/conl.12198,Field-based,"CRIOBE, EPHE, CNRS, Lab Excellence,CORAIL,USR 3278, Moorea, Marine Appl Res Ctr, Wilmington","French Polynesia, United States",,,Australia,,,
450,Non-Random Variability in Functional Composition of Coral Reef Fish Communities along an Environmental Gradient,PLOS ONE,2016,12,10.1371/journal.pone.0154014,Field-based,"Leibniz Ctr Trop Marine Ecol ZMT, Dept Ecol, Bremen, Univ Bremen, Fac Biol & Chem FB2, D-28359 Bremen, Univ Nice Sophia Antipolis, Fac Sci, ECOMERS, F-06189 Nice","Germany, France",,,Indonesia,,,
454,Non-random feeding enhances the contribution of oceanic zooplankton to the diet of the planktivorous coral reef fish Dascyllus flavicaudus,MARINE BIOLOGY,2016,3,10.1007/s00227-016-2849-3,Field-based,"Univ Calif San Diego, Scripps Inst Oceanog, La Jolla",United States,,,French Polynesia,,,
455,"Variation in the growth and survival of the tropical vermetid gastropod Ceraesignum maximum is driven by size, habitat, and density",MARINE BIOLOGY,2016,2,10.1007/s00227-016-2859-1,Field-based,"Victoria Univ Wellington, Sch Biol Sci, Coastal Ecol Lab, Wellington",New Zealand,,,French Polynesia,,,
461,Effects of High Dissolved Inorganic and Organic Carbon Availability on the Physiology of the Hard Coral Acropora millepora from the Great Barrier Reef,PLOS ONE,2016,0,10.1371/journal.pone.0149598,Field-based,"Leibniz Ctr Trop Marine Ecol ZMT, Dept Ecol, Bremen, Univ Bremen, Fac Biol & Chem, D-28359 Bremen",Germany,,,Australia,,,
465,Differences in the responses of three scleractinians and the hydrocoral Millepora platyphylla to ocean acidification,MARINE BIOLOGY,2016,4,10.1007/s00227-016-2837-7,Field-based,"Calif State Univ Northridge, Dept Biol Calif, 18111 Nordhoff St, Northridge, Univ Nacl Autonoma Mexico, Inst Ciencias Mar & Limnol ICMyL, Unidad Sistemas Arrecifales, Puerto Morelos","United States, Mexico",,,French Polynesia,,,
467,The influence of seasonality on benthic primary production in a Red Sea coral reef,MARINE BIOLOGY,2016,7,10.1007/s00227-015-2787-5,Field-based,"Leibniz Ctr Trop Marine Ecol ZMT, Coral Reef Ecol Grp CORE, Fahrenheitstr 6, D-28359 Bremen",Germany,,,Jordan,,,
468,Variability in chemical defense across a shallow to mesophotic depth gradient in the Caribbean sponge Plakortis angulospiculatus,CORAL REEFS,2016,10,10.1007/s00338-015-1324-9,Field-based,"Univ Mississippi, Dept BioMol Sci, University, Univ Mississippi, Natl Ctr Nat Prod Res, University",United States,,,Bahamas,,,
468,Variability in chemical defense across a shallow to mesophotic depth gradient in the Caribbean sponge Plakortis angulospiculatus,CORAL REEFS,2016,10,10.1007/s00338-015-1324-9,Field-based,"Univ Mississippi, Dept BioMol Sci, University, Univ Mississippi, Natl Ctr Nat Prod Res, University",United States,,,Cayman Islands,,,
472,Mesophotic depths as refuge areas for fishery-targeted species on coral reefs,CORAL REEFS,2016,30,10.1007/s00338-015-1386-8,Field-based,"Dept Pk & Wildlife, Perth, WA 6151, Palau Int Coral Reef Ctr, POB 7086, Koror 96940, Univ Western Australia, Fac Nat & Agr Sci, UWA Oceans Inst & Sch Plant Biol, Crawley, WA 6009, Univ Western Australia, Sch Plant Biol, Crawley, WA 6009","Australia, Palau",,,Northern Mariana Islands,,,
473,Upper and lower mesophotic coral reef fish communities evaluated by underwater visual censuses in two Caribbean locations,CORAL REEFS,2016,24,10.1007/s00338-015-1381-0,Field-based,"Calif Acad Sci, 55 Mus Concourse Dr,Golden Gate Pk, San Francisco, Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, 100 Shaffer Rd, Santa Cruz",United States,,SPC,Bermuda,,,
473,Upper and lower mesophotic coral reef fish communities evaluated by underwater visual censuses in two Caribbean locations,CORAL REEFS,2016,24,10.1007/s00338-015-1381-0,Field-based,"Calif Acad Sci, 55 Mus Concourse Dr,Golden Gate Pk, San Francisco, Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, 100 Shaffer Rd, Santa Cruz",United States,,SPC,Curacao,,,
474,Tectonic subsidence provides insight into possible coral reef futures under rapid sea-level rise,CORAL REEFS,2016,8,10.1007/s00338-015-1365-0,Field-based,"Univ Queensland, ARC Ctr Excellence Reef Studies, Sch Biol Sci, St Lucia, Qld 4072, Univ Queensland, Global Change Inst, St Lucia, Qld 4072, Univ Queensland, Marine Spatial Ecol Lab, St Lucia, Qld 4072",Australia,,BNE,Solomon Islands,,,
475,Thermal stress markers in Colpophyllia natans provide an archive of site-specific bleaching events,CORAL REEFS,2016,6,10.1007/s00338-015-1350-7,Field-based,"Australian Natl Univ, Res Sch Biol, Canberra, ACT 0200, Australian Natl Univ, Res Sch Earth Sci, Canberra, ACT 0200",Australia,,,Trinidad and Tobago,,,
477,"Experimental analysis of the effects of consumer exclusion on recruitment and succession of a coral reef system along a water quality gradient in the Spermonde Archipelago, Indonesia",CORAL REEFS,2016,5,10.1007/s00338-015-1369-9,Field-based,"Leibniz Ctr Trop Marine Ecol, Algae & Seagrass Ecol Grp, Bremen, Univ Bremen, Fac Biol & Chem, D-28359 Bremen",Germany,,,Indonesia,,,
479,"Foraging mode of the grey reef shark, Carcharhinus amblyrhynchos, under two different scenarios",CORAL REEFS,2016,5,10.1007/s00338-015-1366-z,Field-based,"Wildlife Marine, Perth, WA 6020",Australia,,,French Polynesia,,,
481,The ups and downs of coral reef fishes: the genetic characteristics of a formerly severely overfished but currently recovering Nassau grouper fish spawning aggregation,CORAL REEFS,2016,3,10.1007/s00338-015-1370-3,Field-based,"Nova SE Univ, Guy Harvey Res Inst, Oceanog Ctr, 8000 North Ocean Dr, Dania, Nova SE Univ, Natl Coral Reef Inst, 8000 North Ocean Dr, Dania",United States,,,Cayman Islands,,,
481,The ups and downs of coral reef fishes: the genetic characteristics of a formerly severely overfished but currently recovering Nassau grouper fish spawning aggregation,CORAL REEFS,2016,3,10.1007/s00338-015-1370-3,Field-based,"Nova SE Univ, Guy Harvey Res Inst, Oceanog Ctr, 8000 North Ocean Dr, Dania, Nova SE Univ, Natl Coral Reef Inst, 8000 North Ocean Dr, Dania",United States,,,United States Virgin Islands,,,
482,Three decades of recurrent declines and recoveries in corals belie ongoing change in fish assemblages,CORAL REEFS,2016,17,10.1007/s00338-015-1371-2,Field-based,"CNRS EPHE UPVD, CRIOBE, Natl Ctr Sci Res, USR 3278, F-66860 Perpignan, Lab Excellence CORAIL, Perpignan, Univ Montreal, Dept Sci Biol, CP 6128,Succursale Ctr Ville, Montreal, PQ H3C 3J7","France, Canada",,,French Polynesia,,,
489,Ecological and morphological traits predict depth-generalist fishes on coral reefs,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,13,10.1098/rspb.2015.2332,Field-based,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, Ctr Excellence Coral Reef Studies, Australian Res Council, Townsville, Qld 4811",Australia,,TSV,"Micronesia, Federated States of",,,
489,Ecological and morphological traits predict depth-generalist fishes on coral reefs,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,13,10.1098/rspb.2015.2332,Field-based,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, Ctr Excellence Coral Reef Studies, Australian Res Council, Townsville, Qld 4811",Australia,,TSV,United States,,,
492,Recruitment and Succession in a Tropical Benthic Community in Response to In-Situ Ocean Acidification,PLOS ONE,2016,7,10.1371/journal.pone.0146707,Field-based,"Univ Calif Irvine, Dept Earth Syst Sci, Irvine, Univ Calif Santa Cruz, Dept Earth & Planetary Sci, Santa Cruz",United States,,SPC,Mexico,,,
497,"Disease Prevalence and Snail Predation Associated with Swell-Generated Damage on the Threatened Coral, Acropora palmata (Lamarck)",FRONTIERS IN MARINE SCIENCE,2016,5,10.3389/fmars.2016.00077,Field-based,"Natl Marine Fisheries Serv, Southeast Fisheries Sci Ctr, Miami, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Cooperat Inst Marine & Atmospher Studies, 4600 Rickenbacker Causeway, Miami",United States,,MIA,United States Virgin Islands,,,
507,Five Decades of Marine Megafauna Surveys from Micronesia,FRONTIERS IN MARINE SCIENCE,2016,3,10.3389/fmars.2015.00116,Field-based,"Natl Acad Sci, Natl Res Council, Washington, NOAA Fisheries, Pacific Isl Fisheries Sci Ctr, Marine Turtle Biol & Assessment Program, Honolulu",United States,,,Guam,,,
508,"Episodic Disturbance from Boat Anchoring Is a Major Contributor to, but Does Not Alter the Trajectory of, Long-Term Coral Reef Decline",PLOS ONE,2015,2,10.1371/journal.pone.0144498,Field-based,"Univ Rhode Isl, Dept Nat Resources Sci, Kingston",United States,,PVD,British Virgin Islands,,,
510,Marine reserve recovery rates towards a baseline are slower for reef fish community life histories than biomass,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,15,10.1098/rspb.2015.1938,Field-based,"Wildlife Conservat Soc, Marine Programs, Bronx",United States,,LGA,United Kingdom,,,
518,With a Little Help from My Friends: Group Orientation by Larvae of a Coral Reef Fish,PLOS ONE,2015,13,10.1371/journal.pone.0144060,Field-based,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, Univ Paris 06, Sorbonne Univ, CNRS, LOV, F-06230 Villefranche Sur Mer","United States, France",,MIA,Australia,,,
522,Using an isolated population boom to explore barriers to recovery in the keystone Caribbean coral reef herbivore Diadema antillarum,CORAL REEFS,2015,5,10.1007/s00338-015-1329-4,Field-based,"Operat Wallacea, Spilsby PE23 4EX, Lincs, Univ Oxford, Dept Zool, Oxford OX1 3PS",United Kingdom,,,Honduras,,,
523,"Small herbivores suppress algal accumulation on Agatti atoll, Indian Ocean",CORAL REEFS,2015,4,10.1007/s00338-015-1331-x,Field-based,"Masaryk Univ, Fac Sci, Dept Bot & Zool, CS-61137 Brno",Czech Republic,,,India,,,
524,Photoacclimation supports environmental tolerance of a sponge to turbid low-light conditions,CORAL REEFS,2015,7,10.1007/s00338-015-1340-9,Field-based,"Victoria Univ Wellington, Sch Biol Sci, Wellington",New Zealand,,,Indonesia,,,
526,Ghosts of thermal past: reef fish exposed to historic high temperatures have heightened stress response to further stressors,CORAL REEFS,2015,8,10.1007/s00338-015-1333-8,Field-based,"USR 3278 CRIOBE CNRS EPHE UPVD, BP 1013, Papetoai 98729, Moorea",French Polynesia,,,France,,,
529,"Pelagic larval duration and settlement size of a reef fish are spatially consistent, but post-settlement growth varies at the reef scale",CORAL REEFS,2015,3,10.1007/s00338-015-1330-y,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Cairns, Qld 4878, James Cook Univ, Coll Marine & Environm Sci, Cairns, Qld 4878, James Cook Univ, Ctr Trop Environm & Sustainabil Sci, Cairns, Qld 4878",Australia,,TSV,Philippines,,,
531,Squidpops: A Simple Tool to Crowdsource a Global Map of Marine Predation Intensity,PLOS ONE,2015,8,10.1371/journal.pone.0142994,Field-based,"Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, Smithsonian Inst, Tennenbaum Marine Observ Network, Washington",United States,,,Belize,,,
532,Shifts in coral reef biogeochemistry and resulting acidification linked to offshore productivity,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2015,20,10.1073/pnas.1507021112,Field-based,"Univ Calif San Diego, Scripps Inst Oceanog, La Jolla",United States,,,Bermuda,,,
535,Effects of Seasonal Upwelling on Inorganic and Organic Matter Dynamics in the Water Column of Eastern Pacific Coral Reefs,PLOS ONE,2015,8,10.1371/journal.pone.0142681,Field-based,"Leibniz Ctr Trop Marine Ecol, Bremen, Univ Bremen, Fac Biol & Chem, D-28359 Bremen",Germany,,,Costa Rica,,,
543,What Happens after Conservation and Management Donors Leave? A Before and After Study of Coral Reef Ecology and Stakeholder Perceptions of Management Benefits,PLOS ONE,2015,2,10.1371/journal.pone.0138769,Field-based,"Marine Program, Wildlife Conservat Soc, Bronx, Wildlife Conservat Soc, Marine Program, Mombasa","United States, Kenya",,MBA,"Tanzania, United Republic Of",,,
544,Quantifying the Human Impacts on Papua New Guinea Reef Fish Communities across Space and Time,PLOS ONE,2015,3,10.1371/journal.pone.0140682,Field-based,"Amer Museum Nat Hist, Div Vertebrate Zool, New York, Columbia Univ, Dept Ecol Evolut & Environm Biol, New York",United States,,,Papua New Guinea,,,
547,Varying annual patterns of reproduction in four species of coral reef fish in a monsoonal environment,MARINE BIOLOGY,2015,5,10.1007/s00227-015-2725-6,Field-based,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Coll Marine & Environm Sci, Townsville, Qld 4811, Silliman Univ, Angelo King Ctr Res & Environm Management, Inst Environm & Marine Sci, Dumaguete 6200, Negros Oriental","Australia, Philippines",,TSV,Philippines,,,
548,The parrotfish-coral relationship: refuting the ubiquity of a prevailing paradigm,MARINE BIOLOGY,2015,29,10.1007/s00227-015-2728-3,Field-based,"Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia,,TSV,Philippines,,,
551,"Exploring the nature of ecological specialization in a coral reef fish community: morphology, diet and foraging microhabitat use",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,24,10.1098/rspb.2015.1147,Field-based,"ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia,,TSV,Guam,,,
552,Understanding the Spatio-Temporal Response of Coral Reef Fish Communities to Natural Disturbances: Insights from Beta-Diversity Decomposition,PLOS ONE,2015,19,10.1371/journal.pone.0138696,Field-based,"CNRS, CRIOBE USR CNRS EPHE UPVD 3278, F-66860 Perpignan, Lab Excellence CORAIL, F-66860 Perpignan, Univ Montreal, Dept Sci Biol, Montreal, PQ H3C 3J7","France, Canada",,,French Polynesia,,,
553,Lime Juice and Vinegar Injections as a Cheap and Natural Alternative to Control COTS Outbreaks,PLOS ONE,2015,8,10.1371/journal.pone.0137605,Field-based,"Fisheries Dept Vanuatu, Port Vila, IRD, UMR ENTROPIE 9220, Noumea","Vanuatu, New Caledonia",,NOU,Vanuatu,,,
554,Competitors as accomplices: seaweed competitors hide corals from predatory sea stars,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,11,10.1098/rspb.2015.0714,Field-based,"Georgia Inst Technol, Sch Biol, Atlanta, GA 30332 USA; Georgia Inst Technol, Aquat Chem Ecol Ctr, Atlanta",United States,,,Fiji,,,
557,Ontogenetic habitat utilization patterns of juvenile reef fish in low-predation habitats,MARINE BIOLOGY,2015,1,10.1007/s00227-015-2712-y,Field-based,"Natl Chung Hsing Univ, Dept Life Sci, Taichung 402, Natl Chung Hsing Univ, Res Ctr Global Change Biol, Taichung 402",Taiwan,,,"Taiwan, Province Of China",,,
566,"High prevalence of obligate coral-dwelling decapods on dead corals in the Chagos Archipelago, central Indian Ocean",CORAL REEFS,2015,11,10.1007/s00338-015-1307-x,Field-based,"Linacre Coll, Oxford OX1 3JA, Univ Oxford, Dept Zool, Oxford OX1 3PS, Zool Soc London, Conservat Programmes, London NW1 4RY",United Kingdom,,,Chagos,,,
569,"High-resolution physical and biogeochemical variability from a shallow back reef on Ofu, American Samoa: an end-member perspective",CORAL REEFS,2015,13,10.1007/s00338-015-1308-9,Field-based,"Stanford Univ, Dept Earth Syst Sci, Stanford",United States,,,American Samoa,,,
572,Recent Invasion of the Symbiont-Bearing Foraminifera Pararotalia into the Eastern Mediterranean Facilitated by the Ongoing Warming Trend,PLOS ONE,2015,15,10.1371/journal.pone.0132917,Field-based,"Univ Bremen, Ctr Marine Environm Sci, MARUM, D-28359 Bremen",Germany,,,Israel,,,
581,Participating in a Citizen Science Monitoring Program: Implications for Environmental Education,PLOS ONE,2015,8,10.1371/journal.pone.0131812,Field-based,"Univ Bologna, Biol Sect, Dept Biol Geol & Environm Sci, Marine Sci Grp,Citizen Sci Lab, I-40126 Bologna",Italy,,,Egypt,,,
581,Participating in a Citizen Science Monitoring Program: Implications for Environmental Education,PLOS ONE,2015,8,10.1371/journal.pone.0131812,Field-based,"Univ Bologna, Biol Sect, Dept Biol Geol & Environm Sci, Marine Sci Grp,Citizen Sci Lab, I-40126 Bologna",Italy,,,Saudi Arabia,,,
581,Participating in a Citizen Science Monitoring Program: Implications for Environmental Education,PLOS ONE,2015,8,10.1371/journal.pone.0131812,Field-based,"Univ Bologna, Biol Sect, Dept Biol Geol & Environm Sci, Marine Sci Grp,Citizen Sci Lab, I-40126 Bologna",Italy,,,Sudan,,,
584,Keeping Food on the Table: Human Responses and Changing Coastal Fisheries in Solomon Islands,PLOS ONE,2015,14,10.1371/journal.pone.0130800,Field-based,"Univ Queensland, Sch Civil Engn, Brisbane, Qld",Australia,,BNE,Solomon Islands,,,
