article_id,title,journal,pub_year,times_cited,doi,study_type_2,affiliation,affiliation_country,affiliation_airport,affiliation_airport_code,fieldstudy_country,field_study_location,field_airport,field_airport_code
962,"Coverage, Diversity, and Functionality of a High-Latitude Coral Community (Tatsukushi, Shikoku Island, Japan)",PLOS ONE,2013,15,10.1371/journal.pone.0054330,Field-based,"Acad Sinica, Biodivers Res Ctr, Taipei 115",Taiwan,,,Japan,,,
963,Community Change within a Caribbean Coral Reef Marine Protected Area following Two Decades of Local Management,PLOS ONE,2013,6,10.1371/journal.pone.0054069,Field-based,"Australian Natl Univ, ARC Ctr Excellence Coral Reef Studies, Res Sch Biol, Canberra, ACT, Saba Conservat Fdn, The Bottom, Saba","Australia, Neth Antilles",,,"Bonaire, Sint Eustatius, Saba, Sint Eustatius, Saba",,,
969,Assessing Dispersal Patterns of Fish Propagules from an Effective Mediterranean Marine Protected Area,PLOS ONE,2012,24,10.1371/journal.pone.0052108,Field-based,"Univ Nice Sophia Antipolis, Lab ECOMERS, Fac Sci, Nice, Univ Salento, Lab Conservat & Management Marine & Coastal Resou, Dipartimento Sci & Tecnol Biol & Ambientali, Consorzio Nazl Interuniv Sci Mare, Lecce","France, Italy",,,Italy,,,
972,Genome streamlining and chemical defense in a coral reef symbiosis,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,68,10.1073/pnas.1213820109,Field-based,"Univ Utah, Dept Med Chem, Salt Lake City",United States,,,Fiji,,,
972,Genome streamlining and chemical defense in a coral reef symbiosis,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,68,10.1073/pnas.1213820109,Field-based,"Univ Utah, Dept Med Chem, Salt Lake City",United States,,,Palau,,,
972,Genome streamlining and chemical defense in a coral reef symbiosis,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,68,10.1073/pnas.1213820109,Field-based,"Univ Utah, Dept Med Chem, Salt Lake City",United States,,,Papua New Guinea,,,
972,Genome streamlining and chemical defense in a coral reef symbiosis,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,68,10.1073/pnas.1213820109,Field-based,"Univ Utah, Dept Med Chem, Salt Lake City",United States,,,Solomon Islands,,,
974,Transcriptional Response of Two Core Photosystem Genes in Symbiodinium spp. Exposed to Thermal Stress,PLOS ONE,2012,24,10.1371/journal.pone.0050439,Field-based,"Univ Delaware, Coll Earth Ocean & Environm, Lewes",United States,,,Mexico,,,
978,How well do sunken vessels approximate fish assemblages on coral reefs? Conservation implications of vessel-reef deployments,MARINE BIOLOGY,2012,7,10.1007/s00227-012-2039-x,Field-based,"Univ Technol Sydney, Fish Ecol Lab, Sch Environm, Broadway, NSW 2007",Australia,,,Northern Mariana Islands,,,
981,Abiotic and biotic controls of cryptobenthic fish assemblages across a Caribbean seascape,CORAL REEFS,2012,10,10.1007/s00338-012-0938-4,Field-based,"Univ Exeter, Marine Spatial Ecol Lab, Coll Life & Environm Sci, Hatherly Lab, Exeter EX4 4PS, Devon, Univ Queensland, ARC Ctr Excellence Coral Reef Studies, Brisbane, Qld 4072, Univ Queensland, Sch Biol Sci, Marine Spatial Ecol Lab, Brisbane, Qld 4072","United Kingdom, Australia",,BNE,United States,,,
984,Stable isotope analysis reveals community-level variation in fish trophodynamics across a fringing coral reef,CORAL REEFS,2012,29,10.1007/s00338-012-0923-y,Field-based,"Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, Univ Western Australia, Oceans Inst, Crawley, WA, Univ Western Australia, Sch Environm Syst Engn, Crawley, WA","United States, Australia",,,Australia,,,
997,Overview on the Diversity of Sounds Produced by Clownfishes (Pomacentridae): Importance of Acoustic Signals in Their Peculiar Way of Life,PLOS ONE,2012,24,10.1371/journal.pone.0049179,Field-based,"Univ Liege, Lab Funct & Evolutionary Morphol, Liege",Belgium,,,Japan,,,
999,Comparative Phylogeography in Fijian Coral Reef Fishes: A Multi-Taxa Approach towards Marine Reserve Design,PLOS ONE,2012,22,10.1371/journal.pone.0047710,Field-based,"Columbia Univ, Dept Ecol Evolut & Environm Biol, New York",United States,,,Fiji,,,
1002,"Predator Crown-of-Thorns Starfish (Acanthaster planci) Outbreak, Mass Mortality of Corals, and Cascading Effects on Reef Fish and Benthic Communities",PLOS ONE,2012,123,10.1371/journal.pone.0047363,Field-based,"Inst Rech Dev, U227, COREUS 2, Lab Excellence CORAIL, Noumea, USR 3278 CNRS EPHE, Ctr Rech Insulaires & Observ Environm, Lab Excellence CORAIL, Moorea","New Caledonia, French Polynesia",,NOU,French Polynesia,,,
1010,Linking habitat mosaics and connectivity in a coral reef seascape,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,37,10.1073/pnas.1206378109,Field-based,"King Abdullah Univ Sci & Technol, Red Sea Res Ctr, Thuwal 23955, Woods Hole Oceanog Inst, Dept Biol, Woods Hole","Saudi Arabia, United States",,,Saudi Arabia,,,
1011,Full-Sibs in Cohorts of Newly Settled Coral Reef Fishes,PLOS ONE,2012,35,10.1371/journal.pone.0044953,Field-based,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States,,SPC,French Polynesia,,,
1016,Species richness of motile cryptofauna across a gradient of reef framework erosion,CORAL REEFS,2012,19,10.1007/s00338-012-0886-z,Field-based,"NOAA, AOML, Miami, Univ Miami, Cooperat Inst Marine & Atmospher Studies, Rosenstiel Sch Marine & Atmospher Sci, Miami",United States,,MIA,Panama,,,
1022,Estimating rates of biologically driven coral reef framework production and erosion: a new census-based carbonate budget methodology and applications to the reefs of Bonaire,CORAL REEFS,2012,71,10.1007/s00338-012-0901-4,Field-based,"Univ Exeter, Coll Life & Environm Sci, Exeter EX4 4RJ, Devon",United Kingdom,,,"Bonaire, Sint Eustatius, Saba",,,
1024,Recurrent Disturbances and the Degradation of Hard Coral Communities in Taiwan,PLOS ONE,2012,16,10.1371/journal.pone.0044364,Field-based,"Acad Sinica, TIGP, Biodivers Res Ctr, Taipei 115, James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811","Taiwan, Australia",,TSV,"Taiwan, Province Of China",,,
1026,Prioritizing Key Resilience Indicators to Support Coral Reef Management in a Changing Climate,PLOS ONE,2012,91,10.1371/journal.pone.0042884,Field-based,"Wildlife Conservat Soc, Marine Programs, Bronx",United States,,LGA,Indonesia,,,
1031,The Influence of Coral Reef Benthic Condition on Associated Fish Assemblages,PLOS ONE,2012,45,10.1371/journal.pone.0042167,Field-based,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811",Australia,,TSV,Seychelles,,,
1038,"Effects of Eutrophication, Seasonality and Macrofouling on the Diversity of Bacterial Biofilms in Equatorial Coral Reefs",PLOS ONE,2012,29,10.1371/journal.pone.0039951,Field-based,"Leibniz Ctr Trop Marine Ecol, Bremen",Germany,,,Indonesia,,,
1041,Marine Reserves and Reproductive Biomass: A Case Study of a Heavily Targeted Reef Fish,PLOS ONE,2012,13,10.1371/journal.pone.0039599,Field-based,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Univ Guam, Marine Lab, Mangilao","Australia, United States",,TSV,Guam,,,
1042,Habitat Specialization in Tropical Continental Shelf Demersal Fish Assemblages,PLOS ONE,2012,44,10.1371/journal.pone.0039634,Field-based,"Oceanwise Environm Scientists, Perth, WA, Univ Western Australia, Fac Nat & Agr Sci, Oceans Inst, Perth, WA 6009, Univ Western Australia, Fac Nat & Agr Sci, Sch Plant Biol, Perth, WA 6009",Australia,,,Guam,,,
1044,To feed or to breed: morphological constraints of mouthbrooding in coral reef cardinalfishes,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2012,4,10.1098/rspb.2011.2679,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, King Abdullah Univ Sci & Technol, Red Sea Res Ctr, Thuwal 239556900","Australia, Saudi Arabia",,TSV,Australia,,,
1045,Shelters and Their Use by Fishes on Fringing Coral Reefs,PLOS ONE,2012,14,10.1371/journal.pone.0038450,Field-based,"McGill Univ, Dept Biol, Montreal, PQ H3A 1B1",Canada,,,Barbados,,,
1046,Spatial and Sex-Specific Variation in Growth of Albacore Tuna (Thunnus alalunga) across the South Pacific Ocean,PLOS ONE,2012,24,10.1371/journal.pone.0039318,Field-based,"Secretariat Pacific Commun, Ocean Fisheries Programme, Noumea",New Caledonia,,NOU,American Samoa,,,
1046,Spatial and Sex-Specific Variation in Growth of Albacore Tuna (Thunnus alalunga) across the South Pacific Ocean,PLOS ONE,2012,24,10.1371/journal.pone.0039318,Field-based,"Secretariat Pacific Commun, Ocean Fisheries Programme, Noumea",New Caledonia,,NOU,Australia,,,
1046,Spatial and Sex-Specific Variation in Growth of Albacore Tuna (Thunnus alalunga) across the South Pacific Ocean,PLOS ONE,2012,24,10.1371/journal.pone.0039318,Field-based,"Secretariat Pacific Commun, Ocean Fisheries Programme, Noumea",New Caledonia,,NOU,Cook Islands,,,
1046,Spatial and Sex-Specific Variation in Growth of Albacore Tuna (Thunnus alalunga) across the South Pacific Ocean,PLOS ONE,2012,24,10.1371/journal.pone.0039318,Field-based,"Secretariat Pacific Commun, Ocean Fisheries Programme, Noumea",New Caledonia,,NOU,Fiji,,,
1046,Spatial and Sex-Specific Variation in Growth of Albacore Tuna (Thunnus alalunga) across the South Pacific Ocean,PLOS ONE,2012,24,10.1371/journal.pone.0039318,Field-based,"Secretariat Pacific Commun, Ocean Fisheries Programme, Noumea",New Caledonia,,NOU,French Polynesia,,,
1046,Spatial and Sex-Specific Variation in Growth of Albacore Tuna (Thunnus alalunga) across the South Pacific Ocean,PLOS ONE,2012,24,10.1371/journal.pone.0039318,Field-based,"Secretariat Pacific Commun, Ocean Fisheries Programme, Noumea",New Caledonia,,NOU,New Zealand,,,
1046,Spatial and Sex-Specific Variation in Growth of Albacore Tuna (Thunnus alalunga) across the South Pacific Ocean,PLOS ONE,2012,24,10.1371/journal.pone.0039318,Field-based,"Secretariat Pacific Commun, Ocean Fisheries Programme, Noumea",New Caledonia,,NOU,Pitcairn,,,
1046,Spatial and Sex-Specific Variation in Growth of Albacore Tuna (Thunnus alalunga) across the South Pacific Ocean,PLOS ONE,2012,24,10.1371/journal.pone.0039318,Field-based,"Secretariat Pacific Commun, Ocean Fisheries Programme, Noumea",New Caledonia,,NOU,Tonga,,,
1047,Night Shift: Expansion of Temporal Niche Use Following Reductions in Predator Density,PLOS ONE,2012,14,10.1371/journal.pone.0038871,Field-based,"Stanford Univ, Hopkins Marine Stn, Pacific Grove",United States,,,Kiribati,,,
1050,"Extraordinary Aggressive Behavior from the Giant Coral Reef Fish, Bolbometopon muricatum, in a Remote Marine Reserve",PLOS ONE,2012,4,10.1371/journal.pone.0038120,Field-based,"NOAA, Natl Marine Fisheries Serv, Beaufort Lab, Beaufort",United States,,,United States Minor Outlying Islands,,,
1052,Effects of Marine Reserves versus Nursery Habitat Availability on Structure of Reef Fish Communities,PLOS ONE,2012,44,10.1371/journal.pone.0036906,Field-based,"Radboud Univ Nijmegen, Inst Water & Wetland Res, Dept Anim Ecol & Ecophysiol, NL-6525 ED Nijmegen, Univ Adelaide, Sch Earth & Environm Sci, So Seas Ecol Labs, Adelaide, SA","Netherlands, Australia",,,Cayman Islands,,,
1055,Moorea BIOCODE barcode library as a tool for understanding predator-prey interactions: insights into the diet of common predatory coral reef fishes,CORAL REEFS,2012,20,10.1007/s00338-011-0845-0,Field-based,"Smithsonian Inst, Dept Invertebrate Zool, Natl Museum Nat Hist, Washington, Univ Perpignan, Lab Excellence Corail USR CNRS EPHE 3278, CRIOBE CBETM, F-66860 Perpignan","United States, France",,,French Polynesia,,,
1058,Predicting the distribution of Montastraea reefs using wave exposure,CORAL REEFS,2012,40,10.1007/s00338-011-0867-7,Field-based,"Univ Exeter, Marine Spatial Ecol Lab, Coll Life & Environm Sci, Exeter, Devon, Univ Queensland, Marine Spatial Ecol Lab, Sch Biol Sci, Brisbane, Qld","United Kingdom, Australia",,BNE,Belize,,,
1058,Predicting the distribution of Montastraea reefs using wave exposure,CORAL REEFS,2012,40,10.1007/s00338-011-0867-7,Field-based,"Univ Exeter, Marine Spatial Ecol Lab, Coll Life & Environm Sci, Exeter, Devon, Univ Queensland, Marine Spatial Ecol Lab, Sch Biol Sci, Brisbane, Qld","United Kingdom, Australia",,BNE,Mexico,,,
1063,Red Sea Coral Reef Trajectories over 2 Decades Suggest Increasing Community Homogenization and Decline in Coral Size,PLOS ONE,2012,25,10.1371/journal.pone.0038396,Field-based,"Nova SE Univ, Natl Coral Reef Inst, Dania",United States,,,Egypt,,,
1063,Red Sea Coral Reef Trajectories over 2 Decades Suggest Increasing Community Homogenization and Decline in Coral Size,PLOS ONE,2012,25,10.1371/journal.pone.0038396,Field-based,"Nova SE Univ, Natl Coral Reef Inst, Dania",United States,,,Saudi Arabia,,,
1066,Probability of successful larval dispersal declines fivefold over 1 km in a coral reef fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2012,54,10.1098/rspb.2011.2041,Field-based,"Boston Univ, Dept Biol, Boston, Boston Univ, Marine Program, Boston",United States,,,Papua New Guinea,,,
1070,"Assessing Gear Modifications Needed to Optimize Yields in a Heavily Exploited, Multi-Species, Seagrass and Coral Reef Fishery",PLOS ONE,2012,41,10.1371/journal.pone.0036022,Field-based,"James Cook Univ, Ctr Excellence Coral Reef Studies, Australian Res Council, Townsville, Qld, Coral Reef Conservat Project, Mombasa","Australia, Kenya",,TSV,Kenya,,,
1076,"Acanthaster planci Outbreak: Decline in Coral Health, Coral Size Structure Modification and Consequences for Obligate Decapod Assemblages",PLOS ONE,2012,21,10.1371/journal.pone.0035456,Field-based,"Univ Perpignan, CBETM, USR CRIOBE CNRS EPHE 3278, Lab Excellence CORAIL, F-66025 Perpignan",France,,,French Polynesia,,,
1079,Comanagement of coral reef social-ecological systems,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,227,10.1073/pnas.1121215109,Field-based,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,Indonesia,,,
1079,Comanagement of coral reef social-ecological systems,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,227,10.1073/pnas.1121215109,Field-based,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,Kenya,,,
1079,Comanagement of coral reef social-ecological systems,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,227,10.1073/pnas.1121215109,Field-based,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,Madagascar,,,
1079,Comanagement of coral reef social-ecological systems,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,227,10.1073/pnas.1121215109,Field-based,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,Papua New Guinea,,,
1079,Comanagement of coral reef social-ecological systems,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,227,10.1073/pnas.1121215109,Field-based,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,"Tanzania, United Republic Of",,,
1084,Reef Sharks Exhibit Site-Fidelity and Higher Relative Abundance in Marine Reserves on the Mesoamerican Barrier Reef,PLOS ONE,2012,71,10.1371/journal.pone.0032983,Field-based,"SUNY Stony Brook, Sch Marine & Atmospher Sci, Inst Ocean Conservat Sci, Stony Brook",United States,,,Belize,,,
1086,Invasive Lionfish Drive Atlantic Coral Reef Fish Declines,PLOS ONE,2012,150,10.1371/journal.pone.0032596,Field-based,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada,,YVR,Bahamas,,,
1087,Spatial Scales of Bacterial Diversity in Cold-Water Coral Reef Ecosystems,PLOS ONE,2012,19,10.1371/journal.pone.0032093,Field-based,"Max Planck Inst Marine Microbiol, HGF MPG Joint Res Grp Deep Sea Ecol & Technol, Bremen",Germany,,,Norway,,,
1091,"Last interglacial reef limestones, northeastern St. Croix, US Virgin Islands-evidence of tectonic tilting and subsidence since MIS 5.5",CORAL REEFS,2012,8,10.1007/s00338-011-0822-7,Field-based,"Smithsonian Inst, Natl Museum Nat Hist, Dept Paleobiol, Washington",United States,,,United States Virgin Islands,,,
1093,Patterns of migration between feeding and spawning sites in a coral reef surgeonfish,CORAL REEFS,2012,18,10.1007/s00338-011-0821-8,Field-based,"Sch Field Studies Ctr Marine Resource Studies, S Caicos, Turks And Caico",Bahamas,,,Papua New Guinea,,,
1101,Calcifying coral abundance near low-pH springs: implications for future ocean acidification,CORAL REEFS,2012,55,10.1007/s00338-011-0839-y,Field-based,"Univ Calif Santa Cruz, Inst Marine Sci, Santa Cruz",United States,,SPC,Mexico,,,
1104,Spatial and temporal variation in coral predation by parrotfishes on the GBR: evidence from an inshore reef,CORAL REEFS,2012,9,10.1007/s00338-011-0846-z,Field-based,"Georgia Inst Technol, Sch Biol, Atlanta, Univ Fed Santa Catarina, Dept Ecol & Zool, Lab Biogeog & Macroecol Marinha, BR-88010970 Florianopolis, SC","United States, Brazil",,,Australia,,,
1107,Environmental Factors Affecting Large-Bodied Coral Reef Fish Assemblages in the Mariana Archipelago,PLOS ONE,2012,23,10.1371/journal.pone.0031374,Field-based,"NOAA Fisheries Serv, Pacific Islands Fisheries Sci Ctr, Honolulu, Univ Hawaii Manoa, Dept Zool, Honolulu",United States,,,Guam,,,
1112,To Fish or Not to Fish: Factors at Multiple Scales Affecting Artisanal Fishers' Readiness to Exit a Declining Fishery,PLOS ONE,2012,63,10.1371/journal.pone.0031460,Field-based,"Stockholm Univ, Stockholm Resilience Ctr, S-10691 Stockholm, Univ E Anglia, Sch Int Dev, Norwich NR4 7TJ, Norfolk","Sweden, United Kingdom",,,Kenya,,,
1112,To Fish or Not to Fish: Factors at Multiple Scales Affecting Artisanal Fishers' Readiness to Exit a Declining Fishery,PLOS ONE,2012,63,10.1371/journal.pone.0031460,Field-based,"Stockholm Univ, Stockholm Resilience Ctr, S-10691 Stockholm, Univ E Anglia, Sch Int Dev, Norwich NR4 7TJ, Norfolk","Sweden, United Kingdom",,,Madagascar,,,
1112,To Fish or Not to Fish: Factors at Multiple Scales Affecting Artisanal Fishers' Readiness to Exit a Declining Fishery,PLOS ONE,2012,63,10.1371/journal.pone.0031460,Field-based,"Stockholm Univ, Stockholm Resilience Ctr, S-10691 Stockholm, Univ E Anglia, Sch Int Dev, Norwich NR4 7TJ, Norfolk","Sweden, United Kingdom",,,Mauritius,,,
1112,To Fish or Not to Fish: Factors at Multiple Scales Affecting Artisanal Fishers' Readiness to Exit a Declining Fishery,PLOS ONE,2012,63,10.1371/journal.pone.0031460,Field-based,"Stockholm Univ, Stockholm Resilience Ctr, S-10691 Stockholm, Univ E Anglia, Sch Int Dev, Norwich NR4 7TJ, Norfolk","Sweden, United Kingdom",,,Seychelles,,,
1112,To Fish or Not to Fish: Factors at Multiple Scales Affecting Artisanal Fishers' Readiness to Exit a Declining Fishery,PLOS ONE,2012,63,10.1371/journal.pone.0031460,Field-based,"Stockholm Univ, Stockholm Resilience Ctr, S-10691 Stockholm, Univ E Anglia, Sch Int Dev, Norwich NR4 7TJ, Norfolk","Sweden, United Kingdom",,,"Tanzania, United Republic Of",,,
1121,"Institutional designs of customary fisheries management arrangements in Indonesia, Papua New Guinea, and Mexico",MARINE POLICY,2012,32,10.1016/j.marpol.2011.06.005,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,Indonesia,,,
1121,"Institutional designs of customary fisheries management arrangements in Indonesia, Papua New Guinea, and Mexico",MARINE POLICY,2012,32,10.1016/j.marpol.2011.06.005,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,Mexico,,,
1121,"Institutional designs of customary fisheries management arrangements in Indonesia, Papua New Guinea, and Mexico",MARINE POLICY,2012,32,10.1016/j.marpol.2011.06.005,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,Papua New Guinea,,,
1123,A Connection between Colony Biomass and Death in Caribbean Reef-Building Corals,PLOS ONE,2011,42,10.1371/journal.pone.0029535,Field-based,"Bowdoin Coll, Dept Biol, Brunswick, Defenders Wildlife, Dept Field Conservat, Washington",United States,,,Bahamas,,,
1123,A Connection between Colony Biomass and Death in Caribbean Reef-Building Corals,PLOS ONE,2011,42,10.1371/journal.pone.0029535,Field-based,"Bowdoin Coll, Dept Biol, Brunswick, Defenders Wildlife, Dept Field Conservat, Washington",United States,,,Mexico,,,
1124,"Settling into an Increasingly Hostile World: The Rapidly Closing ""Recruitment Window"" for Corals",PLOS ONE,2011,41,10.1371/journal.pone.0028681,Field-based,"Univ Maine, Darling Marine Ctr, Walpole",United States,,,Belize,,,
1131,Depth-related variation in epiphytic communities growing on the brown alga Lobophora variegata in a Caribbean coral reef,CORAL REEFS,2011,14,10.1007/s00338-011-0772-0,Field-based,"Leibniz Ctr Trop Marine Ecol ZMT, Coral Reef Ecol Grp CORE, D-28359 Bremen, Univ Bremen, Dept Marine Bot, D-28359 Bremen",Germany,,,Curacao,,,
1133,Effects of volcanic ash deposits on four functional groups of a coral reef,CORAL REEFS,2011,4,10.1007/s00338-011-0793-8,Field-based,"Ocean Associates, Honolulu",United States,,,Northern Mariana Islands,,,
1140,Functional Redundancy Patterns Reveal Non-Random Assembly Rules in a Species-Rich Marine Assemblage,PLOS ONE,2011,50,10.1371/journal.pone.0026735,Field-based,"IRD, UR CoReUs, Noumea, Koniambo Nickel SAS, Noumea, Univ Europeenne Bretagne, INRA Ecol & Sante Ecosyst, UMR 985, Rennes","New Caledonia, France",,NOU,New Caledonia,,,
1142,Critical thresholds and tangible targets for ecosystem-based management of coral reef fisheries,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,168,10.1073/pnas.1106861108,Field-based,"Marine Programs, Wildlife Conservat Soc, Bronx",United States,,LGA,France,,,
1142,Critical thresholds and tangible targets for ecosystem-based management of coral reef fisheries,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,168,10.1073/pnas.1106861108,Field-based,"Marine Programs, Wildlife Conservat Soc, Bronx",United States,,LGA,Kenya,,,
1142,Critical thresholds and tangible targets for ecosystem-based management of coral reef fisheries,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,168,10.1073/pnas.1106861108,Field-based,"Marine Programs, Wildlife Conservat Soc, Bronx",United States,,LGA,Madagascar,,,
1142,Critical thresholds and tangible targets for ecosystem-based management of coral reef fisheries,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,168,10.1073/pnas.1106861108,Field-based,"Marine Programs, Wildlife Conservat Soc, Bronx",United States,,LGA,Maldives,,,
1142,Critical thresholds and tangible targets for ecosystem-based management of coral reef fisheries,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,168,10.1073/pnas.1106861108,Field-based,"Marine Programs, Wildlife Conservat Soc, Bronx",United States,,LGA,Mauritius,,,
1142,Critical thresholds and tangible targets for ecosystem-based management of coral reef fisheries,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,168,10.1073/pnas.1106861108,Field-based,"Marine Programs, Wildlife Conservat Soc, Bronx",United States,,LGA,Mozambique,,,
1142,Critical thresholds and tangible targets for ecosystem-based management of coral reef fisheries,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,168,10.1073/pnas.1106861108,Field-based,"Marine Programs, Wildlife Conservat Soc, Bronx",United States,,LGA,Seychelles,,,
1142,Critical thresholds and tangible targets for ecosystem-based management of coral reef fisheries,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,168,10.1073/pnas.1106861108,Field-based,"Marine Programs, Wildlife Conservat Soc, Bronx",United States,,LGA,"Tanzania, United Republic Of",,,
1145,High Macroalgal Cover and Low Coral Recruitment Undermines the Potential Resilience of the World's Southernmost Coral Reef Assemblages,PLOS ONE,2011,56,10.1371/journal.pone.0025824,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld, King Abdullah Univ Sci & Technol, Red Sea Res Ctr, Thuwal","Australia, Saudi Arabia",,TSV,Australia,,,
1149,"Coral mortality associated with thermal fluctuations in the Phoenix Islands, 2002-2005",CORAL REEFS,2011,17,10.1007/s00338-011-0741-7,Field-based,"CORDIO E Africa, Bamburi 80101, Mombasa, New England Aquarium, Cent Wharf, Boston","Kenya, United States",,MBA,Kiribati,,,
1151,Passive acoustic telemetry reveals highly variable home range and movement patterns among unicornfish within a marine reserve,CORAL REEFS,2011,48,10.1007/s00338-011-0770-2,Field-based,"Univ Guam, Marine Lab, Mangilao, Univ Queensland, Sch Biol Sci, Marine Spatial Ecol Lab, Brisbane, Qld 4072","United States, Australia",,BNE,Guam,,,
1153,Episodic heterogeneous decline and recovery of coral cover in the Indian Ocean,CORAL REEFS,2011,56,10.1007/s00338-011-0775-x,Field-based,"Coral Reef Conservat Project, Mombasa, Univ Warwick, Sch Life Sci, Coventry CV4 7AL, W Midlands","Kenya, United Kingdom",,MBA,Australia,,,
1153,Episodic heterogeneous decline and recovery of coral cover in the Indian Ocean,CORAL REEFS,2011,56,10.1007/s00338-011-0775-x,Field-based,"Coral Reef Conservat Project, Mombasa, Univ Warwick, Sch Life Sci, Coventry CV4 7AL, W Midlands","Kenya, United Kingdom",,MBA,Bangladesh,,,
1153,Episodic heterogeneous decline and recovery of coral cover in the Indian Ocean,CORAL REEFS,2011,56,10.1007/s00338-011-0775-x,Field-based,"Coral Reef Conservat Project, Mombasa, Univ Warwick, Sch Life Sci, Coventry CV4 7AL, W Midlands","Kenya, United Kingdom",,MBA,Cambodia,,,
1153,Episodic heterogeneous decline and recovery of coral cover in the Indian Ocean,CORAL REEFS,2011,56,10.1007/s00338-011-0775-x,Field-based,"Coral Reef Conservat Project, Mombasa, Univ Warwick, Sch Life Sci, Coventry CV4 7AL, W Midlands","Kenya, United Kingdom",,MBA,Comoros,,,
1153,Episodic heterogeneous decline and recovery of coral cover in the Indian Ocean,CORAL REEFS,2011,56,10.1007/s00338-011-0775-x,Field-based,"Coral Reef Conservat Project, Mombasa, Univ Warwick, Sch Life Sci, Coventry CV4 7AL, W Midlands","Kenya, United Kingdom",,MBA,India,,,
1153,Episodic heterogeneous decline and recovery of coral cover in the Indian Ocean,CORAL REEFS,2011,56,10.1007/s00338-011-0775-x,Field-based,"Coral Reef Conservat Project, Mombasa, Univ Warwick, Sch Life Sci, Coventry CV4 7AL, W Midlands","Kenya, United Kingdom",,MBA,Indonesia,,,
